This file was created using the 202005 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 OP/BE portfolios in Developed.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  OP/BE is operating profitability at the last fiscal year end of the prior calendar
year divided by BE as of 6 months before formation.  Firms with negative
OP are included in any portfolio.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



    Average Value Weighted Returns -- Daily
                 Small                 Big
,SMALL LoBO,ME1 BO2,SMALL HiBO,BIG LoBO,ME2 BO2,BIG HiBO
20061213  ,-0.08  ,-0.02  ,-0.01  ,-0.07   ,0.07   ,0.15
20061214   ,0.32   ,0.31   ,0.29   ,0.51   ,0.57   ,0.60
20061215  ,-0.11  ,-0.10  ,-0.13   ,0.18   ,0.16  ,-0.24
20061218  ,-0.40  ,-0.33  ,-0.12  ,-0.08   ,0.06  ,-0.36
20061219  ,-0.03  ,-0.07  ,-0.04  ,-0.09  ,-0.03   ,0.15
20061220   ,0.51   ,0.51   ,0.54   ,0.19   ,0.23   ,0.02
20061221  ,-0.16  ,-0.06  ,-0.17  ,-0.21  ,-0.09  ,-0.35
20061222  ,-0.18  ,-0.25  ,-0.24  ,-0.49  ,-0.47  ,-0.56
20061225  ,-0.12  ,-0.11  ,-0.09  ,-0.06  ,-0.01  ,-0.04
20061226   ,0.21   ,0.36   ,0.26   ,0.12   ,0.12   ,0.06
20061227   ,0.92   ,0.85   ,0.83   ,0.85   ,0.91   ,0.93
20061228   ,0.10  ,-0.06   ,0.15  ,-0.02   ,0.01   ,0.08
20061229   ,0.05  ,-0.10   ,0.02  ,-0.13  ,-0.11  ,-0.18
20070101   ,0.04   ,0.04   ,0.05   ,0.03   ,0.03   ,0.04
20070102   ,0.50   ,0.44   ,0.63   ,0.71   ,0.67   ,0.69
20070103  ,-0.40  ,-0.35  ,-0.44  ,-0.27  ,-0.24  ,-0.83
20070104  ,-0.22  ,-0.14  ,-0.26  ,-0.12  ,-0.17  ,-0.49
20070105  ,-0.84  ,-0.98  ,-0.93  ,-0.82  ,-0.98  ,-0.88
20070108   ,0.15   ,0.16   ,0.15   ,0.19   ,0.14   ,0.15
20070109   ,0.02   ,0.13   ,0.26   ,0.08   ,0.14  ,-0.07
20070110  ,-0.47  ,-0.58  ,-0.51  ,-0.41  ,-0.50  ,-0.67
20070111   ,0.51   ,0.48   ,0.32   ,0.59   ,0.73   ,0.62
20070112   ,0.99   ,0.92   ,0.94   ,0.73   ,0.76   ,0.82
20070115   ,0.65   ,0.63   ,0.73   ,0.44   ,0.40   ,0.45
20070116  ,-0.07  ,-0.11  ,-0.20  ,-0.18  ,-0.27  ,-0.32
20070117   ,0.02   ,0.16   ,0.25  ,-0.03   ,0.02   ,0.18
20070118  ,-0.41  ,-0.18   ,0.12  ,-0.17  ,-0.11  ,-0.11
20070119   ,0.51   ,0.42   ,0.55   ,0.45   ,0.28   ,0.51
20070122  ,-0.16  ,-0.18   ,0.02  ,-0.16  ,-0.34  ,-0.28
20070123   ,0.57   ,0.49   ,0.41   ,0.30   ,0.27   ,0.62
20070124   ,0.50   ,0.58   ,0.32   ,0.64   ,0.73   ,0.66
20070125  ,-0.70  ,-0.76  ,-0.72  ,-0.74  ,-0.87  ,-0.93
20070126   ,0.01  ,-0.03  ,-0.13  ,-0.43  ,-0.37  ,-0.18
20070129   ,0.50   ,0.37   ,0.39   ,0.24   ,0.16   ,0.22
20070130   ,0.28   ,0.38   ,0.16   ,0.48   ,0.46   ,0.45
20070131   ,0.32   ,0.37   ,0.39   ,0.27   ,0.45   ,0.27
20070201   ,0.76   ,0.71   ,0.74   ,0.77   ,0.72   ,0.94
20070202   ,0.06   ,0.10   ,0.27   ,0.23   ,0.10  ,-0.01
20070205  ,-0.03  ,-0.12   ,0.02  ,-0.21  ,-0.24  ,-0.15
20070206   ,0.51   ,0.68   ,0.64   ,0.46   ,0.53   ,0.49
20070207   ,0.32   ,0.18   ,0.21   ,0.36   ,0.13   ,0.23
20070208  ,-0.14  ,-0.05  ,-0.29  ,-0.18  ,-0.39  ,-0.29
20070209  ,-0.15  ,-0.23  ,-0.24  ,-0.28  ,-0.22  ,-0.06
20070212  ,-0.27  ,-0.36  ,-0.25  ,-0.58  ,-0.48  ,-0.58
20070213   ,0.57   ,0.71   ,0.74   ,0.81   ,0.77   ,0.88
20070214   ,0.70   ,0.67   ,0.95   ,0.97   ,1.12   ,1.09
20070215   ,0.48   ,0.49   ,0.46   ,0.39   ,0.29   ,0.27
20070216   ,0.21   ,0.20   ,0.03   ,0.05  ,-0.06  ,-0.18
20070219   ,0.28   ,0.25   ,0.35   ,0.27   ,0.25   ,0.15
20070220   ,0.18   ,0.21   ,0.18   ,0.03   ,0.00  ,-0.10
20070221   ,0.14   ,0.09   ,0.04  ,-0.26  ,-0.24  ,-0.27
20070222   ,0.26   ,0.33   ,0.23   ,0.21   ,0.10   ,0.01
20070223   ,0.41   ,0.37   ,0.47   ,0.10   ,0.02   ,0.44
20070226   ,0.19   ,0.32   ,0.23   ,0.06   ,0.07   ,0.40
20070227  ,-2.32  ,-1.87  ,-2.26  ,-2.53  ,-2.46  ,-2.42
20070228  ,-1.01  ,-1.17  ,-1.21  ,-0.75  ,-0.75  ,-0.80
20070301  ,-0.56  ,-0.37  ,-0.67  ,-0.71  ,-0.64  ,-0.72
20070302  ,-0.82  ,-0.59  ,-0.61  ,-0.65  ,-0.59  ,-0.78
20070305  ,-2.57  ,-2.48  ,-2.88  ,-1.71  ,-1.59  ,-1.55
20070306   ,1.81   ,1.73   ,1.91   ,1.32   ,1.40   ,1.42
20070307   ,0.41   ,0.58   ,0.64   ,0.42   ,0.34   ,0.53
20070308   ,0.67   ,0.59   ,0.96   ,0.88   ,0.82   ,0.80
20070309   ,0.16   ,0.21  ,-0.04   ,0.12   ,0.02   ,0.08
20070312   ,0.83   ,0.85   ,0.84   ,0.44   ,0.40   ,0.39
20070313  ,-1.07  ,-0.88  ,-0.99  ,-1.34  ,-1.38  ,-1.23
20070314  ,-1.02  ,-1.10  ,-1.26  ,-1.15  ,-1.15  ,-0.83
20070315   ,0.97   ,0.92   ,0.99   ,0.89   ,1.11   ,1.02
20070316   ,0.12   ,0.01   ,0.09   ,0.09  ,-0.02   ,0.07
20070319   ,0.54   ,0.59   ,0.48   ,1.12   ,1.14   ,1.05
20070320   ,0.71   ,0.69   ,0.70   ,0.71   ,0.82   ,0.76
20070321   ,1.00   ,0.99   ,0.89   ,1.19   ,1.33   ,1.09
20070322   ,0.38   ,0.35   ,0.47   ,0.46   ,0.40   ,0.63
20070323   ,0.20   ,0.01  ,-0.02   ,0.09   ,0.15   ,0.25
20070326   ,0.25   ,0.35   ,0.31  ,-0.04  ,-0.14   ,0.03
20070327  ,-0.20  ,-0.28  ,-0.10  ,-0.24  ,-0.33  ,-0.22
20070328  ,-0.18  ,-0.24  ,-0.35  ,-0.66  ,-0.83  ,-0.41
20070329   ,0.20   ,0.22   ,0.05   ,0.37   ,0.43   ,0.62
20070330   ,0.59   ,0.44   ,0.47   ,0.20   ,0.13   ,0.04
20070402   ,0.01   ,0.00  ,-0.01   ,0.31  ,-0.08   ,0.25
20070403   ,0.49   ,0.33   ,0.35   ,0.87   ,0.84   ,0.72
20070404   ,0.60   ,0.62   ,0.62   ,0.43   ,0.50   ,0.59
20070405   ,0.48   ,0.34   ,0.35   ,0.28   ,0.30   ,0.24
20070406  ,-0.22  ,-0.29  ,-0.34  ,-0.21  ,-0.21  ,-0.21
20070409   ,0.19   ,0.04   ,0.10   ,0.15   ,0.13   ,0.11
20070410   ,0.66   ,0.77   ,0.84   ,0.58   ,0.55   ,0.67
20070411  ,-0.20  ,-0.18  ,-0.23  ,-0.22  ,-0.40  ,-0.25
20070412   ,0.43   ,0.41   ,0.31   ,0.26   ,0.22   ,0.45
20070413   ,0.35   ,0.29   ,0.15   ,0.28   ,0.36   ,0.40
20070416   ,0.92   ,0.80   ,0.62   ,0.95   ,1.21   ,0.92
20070417  ,-0.02   ,0.00   ,0.22   ,0.16   ,0.17   ,0.34
20070418   ,0.00   ,0.16   ,0.16   ,0.14   ,0.28  ,-0.14
20070419  ,-0.78  ,-0.66  ,-0.59  ,-0.59  ,-0.41  ,-0.43
20070420   ,0.83   ,0.68   ,0.43   ,0.70   ,0.94   ,0.83
20070423  ,-0.08  ,-0.05   ,0.12  ,-0.12  ,-0.17  ,-0.14
20070424  ,-0.06  ,-0.08  ,-0.17  ,-0.13  ,-0.22  ,-0.23
20070425   ,0.32   ,0.28   ,0.46   ,0.61   ,0.60   ,0.71
20070426  ,-0.10   ,0.12   ,0.02  ,-0.10   ,0.03  ,-0.11
20070427   ,0.07   ,0.13   ,0.21  ,-0.13   ,0.09  ,-0.20
20070430  ,-0.52  ,-0.45  ,-0.15  ,-0.33  ,-0.37  ,-0.28
20070501  ,-0.26  ,-0.12  ,-0.18  ,-0.22  ,-0.11  ,-0.07
20070502   ,0.77   ,0.66   ,0.55   ,0.74   ,0.60   ,0.59
20070503  ,-0.03   ,0.03  ,-0.08   ,0.15   ,0.16   ,0.25
20070504   ,0.49   ,0.49   ,0.68   ,0.70   ,0.50   ,0.65
20070507   ,0.31   ,0.36   ,0.41   ,0.51   ,0.43   ,0.39
20070508  ,-0.51  ,-0.30  ,-0.39  ,-0.54  ,-0.53  ,-0.49
20070509   ,0.13   ,0.29   ,0.39   ,0.33   ,0.27   ,0.33
20070510  ,-0.91  ,-0.75  ,-0.70  ,-0.84  ,-1.04  ,-1.17
20070511   ,0.43   ,0.29   ,0.14   ,0.49   ,0.59   ,0.75
20070514  ,-0.25  ,-0.19   ,0.05  ,-0.07  ,-0.08   ,0.08
20070515  ,-0.42  ,-0.24  ,-0.19   ,0.10   ,0.15   ,0.15
20070516  ,-0.12  ,-0.16  ,-0.25   ,0.01   ,0.11   ,0.10
20070517  ,-0.19  ,-0.13  ,-0.10  ,-0.12  ,-0.07   ,0.20
20070518   ,0.42   ,0.29   ,0.06   ,0.47   ,0.55   ,0.78
20070521   ,0.51   ,0.49   ,0.48   ,0.19   ,0.01   ,0.17
20070522   ,0.54   ,0.42   ,0.54   ,0.23   ,0.14   ,0.01
20070523   ,0.33   ,0.20   ,0.31   ,0.36   ,0.24   ,0.44
20070524  ,-0.92  ,-0.83  ,-0.81  ,-0.95  ,-0.78  ,-0.89
20070525   ,0.15   ,0.10  ,-0.08   ,0.01   ,0.12   ,0.16
20070528   ,0.35   ,0.28   ,0.34   ,0.20   ,0.17   ,0.12
20070529   ,0.33   ,0.43   ,0.32   ,0.21   ,0.27   ,0.16
20070530  ,-0.11   ,0.04  ,-0.09   ,0.30   ,0.15   ,0.30
20070531   ,0.85   ,0.89   ,0.88   ,0.63   ,0.55   ,0.50
20070601   ,0.63   ,0.59   ,0.64   ,0.55   ,0.42   ,0.82
20070604   ,0.37   ,0.39   ,0.54   ,0.21   ,0.17   ,0.31
20070605  ,-0.16  ,-0.20  ,-0.06  ,-0.35  ,-0.31  ,-0.34
20070606  ,-0.52  ,-0.51  ,-0.49  ,-0.90  ,-1.01  ,-1.03
20070607  ,-1.15  ,-1.20  ,-1.15  ,-1.49  ,-1.53  ,-1.46
20070608  ,-0.05  ,-0.17  ,-0.37  ,-0.04   ,0.19   ,0.12
20070611   ,0.29   ,0.28   ,0.27   ,0.42   ,0.47   ,0.35
20070612  ,-0.82  ,-0.76  ,-0.80  ,-0.89  ,-0.93  ,-0.86
20070613   ,0.23   ,0.20   ,0.02   ,0.55   ,0.63   ,0.72
20070614   ,0.73   ,0.66   ,0.78   ,0.72   ,0.76   ,1.18
20070615   ,0.90   ,0.91   ,0.95   ,0.90   ,0.98   ,1.16
20070618   ,0.17   ,0.27   ,0.36   ,0.07   ,0.07   ,0.12
20070619   ,0.14   ,0.16   ,0.03   ,0.02   ,0.09  ,-0.14
20070620  ,-0.32  ,-0.24  ,-0.06  ,-0.49  ,-0.49  ,-0.54
20070621  ,-0.09  ,-0.09  ,-0.28  ,-0.15  ,-0.19   ,0.13
20070622  ,-0.05   ,0.04   ,0.06  ,-0.51  ,-0.65  ,-0.57
20070625  ,-0.65  ,-0.64  ,-0.53  ,-0.44  ,-0.34  ,-0.26
20070626  ,-0.32  ,-0.16  ,-0.23  ,-0.40  ,-0.40  ,-0.34
20070627   ,0.16   ,0.11  ,-0.10   ,0.03  ,-0.05   ,0.13
20070628   ,0.71   ,0.73   ,0.78   ,0.43   ,0.47   ,0.64
20070629   ,0.36   ,0.35   ,0.49   ,0.38   ,0.52   ,0.62
20070702   ,0.85   ,0.97   ,0.93   ,0.73   ,0.78   ,0.96
20070703   ,0.27   ,0.26   ,0.36   ,0.37   ,0.54   ,0.44
20070704   ,0.18   ,0.12   ,0.29   ,0.24   ,0.24   ,0.17
20070705   ,0.05   ,0.05  ,-0.02  ,-0.36  ,-0.16  ,-0.12
20070706   ,0.27   ,0.18   ,0.36   ,0.51   ,0.33   ,0.53
20070709   ,0.49   ,0.46   ,0.45   ,0.33   ,0.24   ,0.49
20070710  ,-0.26  ,-0.17  ,-0.06  ,-0.75  ,-0.64  ,-0.52
20070711  ,-0.16  ,-0.25  ,-0.26  ,-0.18  ,-0.07   ,0.01
20070712   ,0.97   ,0.81   ,0.70   ,1.21   ,1.50   ,1.43
20070713   ,0.26   ,0.28   ,0.38   ,0.54   ,0.52   ,0.45
20070716  ,-0.26  ,-0.27  ,-0.15  ,-0.14   ,0.01  ,-0.25
20070717   ,0.01   ,0.07  ,-0.10  ,-0.11  ,-0.10  ,-0.18
20070718  ,-0.41  ,-0.38  ,-0.41  ,-0.57  ,-0.69  ,-0.27
20070719   ,0.57   ,0.53   ,0.39   ,0.68   ,0.50   ,0.77
20070720  ,-0.38  ,-0.42  ,-0.23  ,-0.54  ,-0.76  ,-0.64
20070723  ,-0.08  ,-0.15  ,-0.34   ,0.13   ,0.28   ,0.26
20070724  ,-0.89  ,-0.80  ,-0.59  ,-1.23  ,-1.17  ,-1.36
20070725  ,-0.59  ,-0.74  ,-0.95  ,-0.68  ,-0.73  ,-0.42
20070726  ,-1.63  ,-1.36  ,-1.75  ,-2.07  ,-1.95  ,-2.29
20070727  ,-1.89  ,-1.76  ,-1.95  ,-1.67  ,-1.45  ,-1.77
20070730   ,0.49   ,0.63   ,0.61   ,0.55   ,0.58   ,0.73
20070731   ,0.39   ,0.46   ,0.58   ,0.08   ,0.35   ,0.20
20070801  ,-1.25  ,-0.99  ,-1.55  ,-0.91  ,-0.70  ,-0.61
20070802   ,0.18   ,0.18   ,0.18   ,0.65   ,0.66   ,0.45
20070803  ,-1.09  ,-0.85  ,-0.54  ,-1.24  ,-1.31  ,-1.43
20070806  ,-0.73  ,-0.36  ,-0.83   ,0.33   ,0.53   ,0.28
20070807  ,-0.10  ,-0.11   ,0.08   ,0.51   ,0.77   ,0.42
20070808   ,1.79   ,0.89   ,0.74   ,1.60   ,1.74   ,1.54
20070809  ,-0.77  ,-0.80  ,-1.36  ,-1.99  ,-2.17  ,-2.18
20070810  ,-1.57  ,-1.21  ,-1.93  ,-1.43  ,-1.55  ,-1.29
20070813  ,-0.39  ,-0.16   ,0.39   ,0.52   ,0.53   ,0.53
20070814  ,-1.19  ,-0.89  ,-0.98  ,-1.32  ,-1.55  ,-1.29
20070815  ,-1.86  ,-1.56  ,-1.93  ,-1.67  ,-1.40  ,-1.49
20070816  ,-1.46  ,-0.86  ,-1.97  ,-1.37  ,-1.30  ,-1.87
20070817   ,0.17  ,-0.27  ,-0.40   ,1.33   ,1.51   ,1.35
20070820   ,1.09   ,1.05   ,1.15   ,0.87   ,0.76   ,0.95
20070821   ,0.18   ,0.34   ,0.24   ,0.39   ,0.24   ,0.18
20070822   ,1.10   ,0.95   ,1.10   ,1.42   ,1.48   ,1.42
20070823   ,0.35   ,0.42   ,1.01   ,0.47   ,0.43   ,0.65
20070824   ,0.86   ,0.72   ,0.76   ,0.79   ,0.77   ,1.21
20070827   ,0.15   ,0.03   ,0.19  ,-0.24  ,-0.29  ,-0.19
20070828  ,-1.37  ,-1.13  ,-1.16  ,-1.78  ,-1.81  ,-1.71
20070829   ,0.38   ,0.27   ,0.19   ,0.91   ,0.97   ,1.22
20070830   ,0.14   ,0.21   ,0.14   ,0.23   ,0.14   ,0.36
20070831   ,1.32   ,1.47   ,1.50   ,1.38   ,1.42   ,1.47
20070903   ,0.22   ,0.14   ,0.29   ,0.08   ,0.12   ,0.05
20070904   ,0.46   ,0.19   ,0.39   ,0.68   ,0.49   ,0.66
20070905  ,-0.72  ,-0.77  ,-0.87  ,-1.06  ,-1.11  ,-0.84
20070906   ,0.34   ,0.08  ,-0.01   ,0.50   ,0.22   ,0.69
20070907  ,-0.42  ,-0.34  ,-0.21  ,-1.11  ,-1.25  ,-1.13
20070910  ,-0.79  ,-1.06  ,-1.23  ,-0.68  ,-0.61  ,-0.63
20070911   ,0.78   ,0.83   ,0.87   ,1.44   ,1.30   ,1.42
20070912   ,0.02   ,0.00   ,0.08   ,0.29   ,0.29   ,0.40
20070913  ,-0.27  ,-0.39  ,-0.49   ,0.49   ,0.41   ,0.47
20070914  ,-0.03  ,-0.02  ,-0.17  ,-0.06  ,-0.17  ,-0.08
20070917  ,-0.79  ,-0.81  ,-0.79  ,-0.91  ,-0.88  ,-0.75
20070918   ,1.40   ,1.19   ,0.91   ,1.78   ,2.07   ,1.93
20070919   ,1.19   ,1.40   ,1.34   ,1.68   ,1.71   ,1.49
20070920   ,0.19   ,0.03   ,0.24  ,-0.05  ,-0.18   ,0.12
20070921   ,0.14  ,-0.11   ,0.04   ,0.31   ,0.17   ,0.41
20070924  ,-0.02  ,-0.12  ,-0.03  ,-0.06  ,-0.21   ,0.12
20070925  ,-0.09  ,-0.19  ,-0.12   ,0.15  ,-0.04  ,-0.23
20070926   ,0.53   ,0.51   ,0.67   ,0.58   ,0.51   ,0.33
20070927   ,0.88   ,0.97   ,1.27   ,0.95   ,0.96   ,0.85
20070928   ,0.39   ,0.25   ,0.48   ,0.34   ,0.28   ,0.42
20071001   ,0.66   ,0.63   ,0.53   ,0.67   ,0.82   ,0.72
20071002   ,0.36   ,0.54   ,0.49   ,0.39   ,0.32  ,-0.35
20071003  ,-0.47  ,-0.30  ,-0.13  ,-0.51  ,-0.19  ,-0.36
20071004   ,0.30   ,0.36   ,0.29   ,0.18   ,0.28   ,0.09
20071005   ,1.15   ,1.06   ,1.06   ,0.92   ,0.92   ,0.93
20071008  ,-0.31  ,-0.47  ,-0.22  ,-0.37  ,-0.48  ,-0.49
20071009   ,0.76   ,0.60   ,0.87   ,0.77   ,0.74   ,0.93
20071010   ,0.22   ,0.25   ,0.17   ,0.15   ,0.04   ,0.27
20071011   ,0.06   ,0.14   ,0.48   ,0.34   ,0.19   ,0.45
20071012   ,0.17  ,-0.05  ,-0.11   ,0.12  ,-0.12   ,0.27
20071015  ,-0.34  ,-0.31  ,-0.18  ,-0.57  ,-0.76  ,-0.40
20071016  ,-0.96  ,-0.98  ,-1.08  ,-1.11  ,-1.12  ,-0.66
20071017   ,0.16   ,0.16   ,0.14   ,0.49   ,0.49   ,0.26
20071018   ,0.53   ,0.73   ,0.79  ,-0.09   ,0.14   ,0.46
20071019  ,-1.25  ,-1.13  ,-0.82  ,-1.32  ,-1.36  ,-1.57
20071022  ,-0.94  ,-0.98  ,-1.28  ,-0.95  ,-0.92  ,-1.17
20071023   ,1.30   ,1.03   ,1.24   ,1.13   ,1.23   ,1.20
20071024  ,-0.37  ,-0.26  ,-0.07  ,-0.38  ,-0.48  ,-0.10
20071025   ,0.08   ,0.10   ,0.24   ,0.35   ,0.41   ,0.66
20071026   ,1.05   ,1.04   ,0.92   ,1.39   ,1.28   ,1.42
20071029   ,0.64   ,0.43   ,0.73   ,0.91   ,0.84   ,1.05
20071030  ,-0.32  ,-0.28  ,-0.15  ,-0.34  ,-0.36  ,-0.75
20071031   ,1.23   ,1.11   ,1.24   ,0.97   ,1.31   ,1.14
20071101  ,-1.49  ,-1.64  ,-1.38  ,-1.85  ,-1.87  ,-1.49
20071102   ,0.04  ,-0.28  ,-0.02  ,-0.43  ,-0.40   ,0.16
20071105  ,-1.05  ,-1.13  ,-1.26  ,-1.11  ,-0.75  ,-0.79
20071106   ,1.00   ,0.96   ,0.68   ,1.02   ,1.02   ,1.19
20071107  ,-1.30  ,-1.14  ,-1.03  ,-1.52  ,-1.43  ,-1.07
20071108  ,-0.60  ,-0.26  ,-0.55  ,-0.52  ,-0.40  ,-0.33
20071109  ,-0.91  ,-0.61  ,-0.92  ,-1.16  ,-1.26  ,-1.43
20071112  ,-1.97  ,-1.64  ,-2.03  ,-1.53  ,-1.17  ,-1.89
20071113   ,0.89   ,0.78   ,0.80   ,1.84   ,1.59   ,1.14
20071114   ,0.45   ,0.48   ,0.79   ,0.24   ,0.39   ,0.47
20071115  ,-1.13  ,-1.03  ,-1.16  ,-1.24  ,-1.31  ,-1.12
20071116  ,-0.45  ,-0.67  ,-0.78  ,-0.52  ,-0.18   ,0.16
20071119  ,-1.81  ,-1.85  ,-2.06  ,-1.90  ,-1.65  ,-1.50
20071120   ,0.06   ,0.22   ,0.25   ,0.65   ,0.97   ,1.48
20071121  ,-1.61  ,-1.48  ,-1.89  ,-1.99  ,-1.92  ,-1.54
20071122  ,-0.28  ,-0.27  ,-0.39   ,0.09   ,0.20   ,0.12
20071123   ,1.15   ,1.08   ,1.20   ,1.43   ,1.50   ,1.02
20071126  ,-0.41  ,-0.16   ,0.13  ,-0.53  ,-0.62  ,-0.54
20071127  ,-0.31  ,-0.29  ,-0.47   ,0.20   ,0.44  ,-0.19
20071128   ,1.56   ,1.40   ,1.39   ,2.26   ,2.42   ,2.08
20071129   ,0.13   ,0.12   ,0.18   ,0.44   ,0.17   ,0.32
20071130   ,0.28   ,0.26   ,0.47   ,0.78   ,0.59   ,0.40
20071203  ,-0.21  ,-0.11   ,0.10  ,-0.03  ,-0.29  ,-0.27
20071204  ,-0.73  ,-0.60  ,-0.91  ,-0.73  ,-0.64  ,-0.50
20071205   ,0.39   ,0.29  ,-0.11   ,0.66   ,0.97   ,0.95
20071206   ,1.28   ,1.17   ,0.89   ,0.94   ,1.03   ,0.90
20071207   ,0.20   ,0.16   ,0.26   ,0.16   ,0.40   ,0.22
20071210   ,0.36   ,0.23   ,0.41   ,0.60   ,0.74   ,0.58
20071211  ,-0.99  ,-0.76  ,-0.47  ,-0.97  ,-1.27  ,-1.12
20071212   ,0.04   ,0.00   ,0.19  ,-0.04   ,0.03   ,0.41
20071213  ,-1.11  ,-1.24  ,-1.66  ,-1.54  ,-1.42  ,-1.14
20071214  ,-1.59  ,-1.63  ,-1.71  ,-1.14  ,-1.24  ,-1.23
20071217  ,-2.10  ,-2.01  ,-2.28  ,-1.96  ,-1.66  ,-1.62
20071218   ,0.34   ,0.50   ,0.26   ,0.04   ,0.07   ,0.21
20071219  ,-0.20  ,-0.29  ,-0.34  ,-0.34  ,-0.34  ,-0.31
20071220   ,0.24   ,0.08  ,-0.14   ,0.23   ,0.18   ,0.38
20071221   ,1.42   ,1.23   ,1.23   ,1.52   ,1.58   ,1.49
20071224   ,0.55   ,0.57   ,0.63   ,0.52   ,0.54   ,0.43
20071225   ,0.09   ,0.19   ,0.20   ,0.22   ,0.17   ,0.18
20071226   ,0.68   ,0.63   ,0.78   ,0.43   ,0.30   ,0.36
20071227  ,-0.36  ,-0.34  ,-0.05  ,-0.10  ,-0.23  ,-0.08
20071228   ,0.28   ,0.27   ,0.50   ,0.29   ,0.32   ,0.36
20071231  ,-0.10  ,-0.17  ,-0.27  ,-0.35  ,-0.59  ,-0.75
20080101   ,0.05   ,0.02   ,0.04   ,0.03   ,0.03   ,0.03
20080102   ,0.14   ,0.13   ,0.25  ,-0.41  ,-0.50  ,-0.36
20080103  ,-0.32  ,-0.52  ,-0.54  ,-0.18  ,-0.16   ,0.06
20080104  ,-2.17  ,-2.06  ,-2.24  ,-2.08  ,-2.17  ,-2.19
20080107  ,-0.87  ,-0.96  ,-1.37  ,-0.78  ,-0.55  ,-0.44
20080108  ,-0.69  ,-0.78  ,-0.48  ,-0.82  ,-0.35  ,-0.22
20080109  ,-0.62  ,-0.48  ,-1.06  ,-0.42  ,-0.02  ,-0.07
20080110   ,0.37   ,0.09  ,-0.23   ,0.65   ,0.17   ,0.11
20080111  ,-1.42  ,-1.46  ,-1.72  ,-0.87  ,-0.97  ,-1.33
20080114   ,0.65   ,0.66   ,0.72   ,0.77   ,1.00   ,0.85
20080115  ,-2.17  ,-2.33  ,-2.83  ,-2.30  ,-2.61  ,-2.47
20080116  ,-1.89  ,-2.13  ,-2.77  ,-1.47  ,-1.72  ,-1.67
20080117  ,-0.44  ,-0.22   ,0.03  ,-1.00  ,-1.43  ,-1.20
20080118  ,-0.62  ,-0.49  ,-0.36  ,-1.14  ,-0.66  ,-0.23
20080121  ,-2.83  ,-2.74  ,-3.30  ,-3.30  ,-3.35  ,-3.10
20080122  ,-1.57  ,-1.26  ,-1.37   ,0.21   ,0.44  ,-0.57
20080123   ,1.20   ,1.43   ,1.22   ,0.78   ,0.32  ,-0.21
20080124   ,1.95   ,1.78   ,2.50   ,2.90   ,3.03   ,3.30
20080125   ,0.94   ,1.22   ,1.56   ,0.19  ,-0.28   ,0.22
20080128   ,0.12  ,-0.08   ,0.00   ,0.32   ,0.22   ,0.17
20080129   ,0.85   ,1.18   ,1.28   ,1.60   ,1.23   ,0.78
20080130  ,-0.20  ,-0.10  ,-0.17  ,-0.33  ,-0.23  ,-0.50
20080131   ,1.12   ,1.36   ,0.86   ,0.69   ,0.97   ,1.00
20080201   ,1.12   ,1.00   ,1.42   ,1.50   ,1.25   ,1.15
20080204   ,0.64   ,0.45   ,0.98   ,0.09  ,-0.11   ,0.18
20080205  ,-2.19  ,-1.98  ,-2.33  ,-3.13  ,-3.32  ,-3.02
20080206  ,-1.15  ,-1.28  ,-1.29  ,-0.81  ,-0.60  ,-0.83
20080207  ,-0.24  ,-0.17  ,-0.66  ,-0.64  ,-0.67  ,-0.59
20080208  ,-0.03  ,-0.23  ,-0.03  ,-0.24  ,-0.25   ,0.14
20080211   ,0.04   ,0.04   ,0.00  ,-0.21  ,-0.19   ,0.41
20080212   ,0.39   ,0.60   ,0.70   ,1.31   ,1.67   ,1.68
20080213   ,0.89   ,0.61   ,0.45   ,0.86   ,0.52   ,0.59
20080214   ,0.18   ,0.49   ,0.81   ,0.22   ,0.03   ,0.40
20080215  ,-0.30  ,-0.17  ,-0.29  ,-0.23  ,-0.58  ,-0.49
20080218   ,0.19   ,0.23   ,0.62   ,0.21   ,0.58   ,0.56
20080219   ,0.53   ,0.78   ,0.74   ,0.25   ,0.39   ,0.72
20080220  ,-0.41  ,-0.51  ,-0.59  ,-0.80  ,-0.41  ,-0.58
20080221   ,0.55   ,0.57   ,0.84   ,0.43   ,0.41   ,0.14
20080222  ,-0.06  ,-0.19  ,-0.14  ,-0.12  ,-0.07  ,-0.04
20080225   ,1.20   ,1.15   ,1.12   ,1.34   ,1.52   ,1.55
20080226   ,0.91   ,1.05   ,1.24   ,1.47   ,1.50   ,1.44
20080227   ,0.75   ,0.62   ,0.76   ,0.46   ,0.45   ,0.33
20080228  ,-0.20  ,-0.03  ,-0.05  ,-0.75  ,-0.95  ,-0.42
20080229  ,-1.13  ,-1.26  ,-1.20  ,-1.80  ,-2.00  ,-1.87
20080303  ,-1.11  ,-1.13  ,-1.39  ,-1.28  ,-1.12  ,-0.62
20080304  ,-0.71  ,-0.56  ,-0.86  ,-0.70  ,-0.69  ,-0.79
20080305   ,0.37   ,0.28   ,0.45   ,1.16   ,0.92   ,1.17
