This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 202006 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on NI.

The portfolios are constructed at the end of June. NI (net stock issues), the change in the natural 
log of the split-adjusted shares outstanding from the fiscal year-end in t-2 to t-1.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,< 0 ,ZERO,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
201301,    6.15,    9.62,    5.47,    5.98,    7.02,   -0.59,    7.94,    6.11,    4.83,    5.35,    6.58,    7.15,    6.90,   -5.32,    5.12,    8.92,    6.74
201302,    1.84,    1.33,    1.92,    0.20,    1.01,   -0.99,    0.35,    1.68,    2.15,   -0.04,    0.42,   -0.56,    2.38,   -0.74,   -1.27,    0.11,    0.66
201303,    4.23,    5.16,    4.37,    5.55,    1.83,    3.57,    3.53,    4.04,    4.70,    4.89,    6.17,    0.78,    2.72,    2.57,    4.67,    3.78,    3.22
201304,    1.72,    1.33,    2.76,    0.68,    1.37,    0.33,    1.97,    1.80,    3.72,   -1.27,    2.50,    0.57,    2.03,    0.43,    0.22,    0.58,    3.68
201305,    2.47,    0.95,    1.71,    3.93,    3.27,    3.75,    4.72,    6.03,   -2.58,    2.72,    5.02,    3.36,    3.20,    2.50,    5.10,    5.95,    3.24
201306,   -0.85,    0.55,   -0.03,   -2.61,   -1.21,   -5.01,    1.25,   -0.44,    0.41,   -2.29,   -2.89,   -2.83,    0.16,   -6.93,   -2.99,    1.94,    0.40
201307,    4.88,    7.66,    3.46,    6.14,    7.99,    5.98,    9.81,    1.73,    6.87,    5.42,    6.67,    6.03,    9.88,    4.73,    7.55,    9.58,   10.04
201308,   -3.43,   -1.83,   -1.47,   -2.22,   -0.72,   -3.14,   -1.16,    0.03,   -4.29,   -2.59,   -1.94,   -3.11,    1.51,   -3.03,   -3.29,   -2.00,   -0.29
201309,    3.52,    4.06,    3.03,    4.97,    2.88,    3.71,    7.07,    2.58,    3.90,    4.94,    4.99,    4.13,    1.77,    4.06,    3.30,    7.88,    6.24
201310,    4.22,    3.60,    3.53,    3.65,    6.15,    4.52,    0.80,    4.00,    2.61,    4.26,    3.20,    6.20,    6.10,    6.96,    1.49,    0.77,    0.84
201311,    3.20,    1.63,    4.65,    0.88,    3.20,    3.83,    1.35,    5.23,    3.49,    0.93,    0.85,    2.54,    3.80,    2.94,    5.00,    1.62,    1.08
201312,    3.04,    2.91,    1.75,    2.28,    1.73,    1.65,    4.25,    1.52,    2.21,    2.25,    2.31,    0.79,    2.58,    2.35,    0.77,    3.13,    5.39
201401,   -4.76,   -2.33,   -2.30,   -2.70,   -4.04,   -0.59,    2.72,   -1.93,   -3.07,   -2.26,   -3.03,   -1.69,   -6.12,   -0.44,   -0.77,    1.22,    4.20
201402,    4.52,    5.06,    4.23,    4.95,    5.18,    3.53,    6.83,    3.83,    5.06,    5.85,    4.26,    4.70,    5.63,    3.46,    3.62,    8.46,    5.26
201403,    1.08,    2.06,    2.29,    0.85,    0.73,   -0.46,   -3.92,    3.42,   -0.03,    1.04,    0.71,    0.37,    1.06,   -0.72,   -0.11,   -3.89,   -3.96
201404,    0.50,   -2.15,   -1.13,    0.89,    2.19,   -1.91,   -3.35,   -1.07,   -1.25,    1.27,    0.59,    0.30,    3.90,   -0.70,   -3.47,   -2.83,   -3.88
201405,    1.67,   -0.05,    1.98,    2.13,    3.36,    2.08,    2.40,    2.36,    1.16,    2.19,    2.08,    2.38,    4.21,    3.09,    0.73,    1.78,    3.02
201406,    1.54,    2.14,    2.98,    3.62,    3.17,    3.28,    5.85,    2.54,    3.93,    5.04,    2.49,    3.38,    2.99,    2.27,    4.67,    5.00,    6.70
201407,   -1.37,   -1.18,   -2.47,   -2.67,   -2.12,   -3.22,   -4.53,   -1.26,   -4.70,   -2.33,   -3.20,   -1.18,   -3.04,   -2.90,   -3.81,   -2.92,   -7.72
201408,    4.06,    5.27,    4.23,    3.75,    5.48,    3.94,    4.70,    5.07,    2.64,    3.08,    4.78,    6.79,    4.16,    3.52,    4.69,    5.75,    2.53
201409,   -1.44,   -2.95,   -2.50,   -4.53,   -1.39,   -2.11,   -3.48,   -1.67,   -4.13,   -5.08,   -3.70,   -2.98,    0.25,   -1.10,   -3.92,   -3.42,   -3.61
201410,    3.01,   -1.23,    2.67,    1.44,    0.68,    2.76,    1.00,    1.94,    4.14,   -0.02,    3.62,    0.94,    0.42,    1.23,    5.56,    0.23,    2.67
201411,    3.19,    3.84,    1.89,    1.69,    1.87,    0.86,    0.23,    2.39,    0.92,    2.54,    0.46,   -0.22,    3.98,    0.59,    1.34,    0.10,    0.49
201412,    0.08,    1.59,   -0.33,    0.51,   -1.42,    0.49,    0.20,   -0.50,    0.00,   -0.55,    2.07,   -2.23,   -0.63,   -0.48,    2.18,    0.79,   -1.04
201501,   -3.45,   -3.42,   -3.62,   -3.62,   -0.80,   -2.41,   -1.71,   -4.01,   -2.86,   -4.50,   -2.34,    2.10,   -3.58,   -2.02,   -3.07,   -2.42,   -0.22
201502,    6.33,    3.91,    4.79,    6.04,    5.67,    5.56,    8.98,    5.19,    3.99,    5.13,    7.31,    3.90,    7.48,    4.41,    7.52,    8.04,   10.91
201503,   -1.72,   -0.42,   -1.15,    0.34,   -0.76,   -0.26,    0.57,   -1.28,   -0.89,   -0.29,    1.21,   -0.61,   -0.90,   -0.62,    0.32,    0.73,    0.25
201504,    0.72,    0.63,    0.40,    1.52,    0.81,   -0.80,   -0.39,    0.47,    0.26,    2.83,   -0.26,    2.24,   -0.60,   -0.86,   -0.68,    0.25,   -1.68
201505,    1.26,    2.72,    0.10,    0.42,    2.57,    1.90,    2.71,    0.37,   -0.44,    0.17,    0.77,    2.43,    2.71,    1.73,    2.17,    1.24,    5.67
201506,   -1.60,   -4.17,   -2.36,   -2.30,   -1.13,   -1.16,    0.52,   -2.88,   -1.33,   -3.22,   -1.04,    0.17,   -2.45,   -1.98,    0.20,    0.92,   -0.26
201507,    1.29,    2.38,   -0.19,    0.12,    4.82,    1.39,    4.26,   -1.33,    0.72,   -0.28,    0.48,    2.17,    6.71,    1.12,    1.62,    1.04,    7.14
201508,   -6.27,   -2.29,   -5.31,   -6.01,   -5.72,   -5.35,   -5.82,   -4.21,   -6.16,   -5.52,   -6.44,   -6.75,   -5.01,   -5.33,   -5.37,   -7.64,   -4.26
201509,   -2.26,   -1.67,   -4.21,   -3.90,   -4.71,   -3.50,   -5.47,   -3.35,   -4.88,   -4.87,   -3.05,   -5.68,   -4.06,   -2.55,   -4.25,   -5.54,   -5.42
201510,    7.83,    2.63,    7.28,    6.52,    9.69,    6.56,    8.42,    7.84,    6.83,    5.56,    7.34,    6.99,   11.47,    4.87,    7.93,    6.10,   10.32
201511,    0.17,    0.52,   -0.85,    0.86,    3.94,    1.13,    2.75,   -1.05,   -0.70,    0.55,    1.11,    0.59,    6.04,    1.34,    0.97,    4.37,    1.47
201512,   -2.00,   -1.83,   -3.27,   -3.38,   -2.20,   -1.84,   -2.12,   -4.02,   -2.69,   -5.26,   -1.81,   -3.03,   -1.70,   -0.74,   -2.70,   -2.25,   -2.01
201601,   -5.10,   -1.01,   -5.63,   -5.39,  -10.71,  -10.70,   -5.31,   -4.63,   -6.40,   -6.29,   -4.68,   -9.42,  -11.47,   -9.72,  -11.48,   -7.86,   -3.26
201602,    0.46,    1.92,    1.64,   -2.06,   -0.55,   -1.54,   -2.25,    3.61,    0.09,   -1.47,   -2.54,   -0.20,   -0.76,   -1.66,   -1.44,   -2.40,   -2.14
201603,    6.59,    7.21,    8.77,    8.14,    8.11,    6.89,    7.08,    9.49,    8.19,    9.38,    7.15,    8.48,    7.88,    6.44,    7.27,    7.99,    6.40
201604,    0.48,    0.86,    2.39,    3.17,    3.41,    1.37,   -1.39,    1.66,    2.99,    2.14,    4.01,    1.75,    4.41,    0.74,    1.89,    1.93,   -3.92
201605,    1.41,    1.35,    1.47,    0.87,    4.61,    3.43,    2.34,    0.52,    2.24,    0.85,    0.88,    1.00,    6.47,    3.22,    3.59,    1.49,    3.03
201606,    0.02,    5.54,    1.02,    1.87,   -2.65,   -0.59,   -1.90,    3.23,   -0.74,    2.62,    1.27,   -5.67,   -1.18,    0.21,   -1.24,   -2.53,   -1.41
201607,    3.88,    0.33,    1.61,    3.01,    6.62,    6.46,    3.30,    1.00,    3.20,    2.46,    3.92,    8.00,    5.33,    7.21,    5.87,    3.96,    1.50
201608,    0.69,   -2.08,    1.75,   -1.81,    0.49,   -0.65,    0.02,    1.53,    2.30,   -4.19,    2.07,   -0.03,    0.98,   -0.75,   -0.56,   -0.17,    0.56
201609,   -0.27,    4.93,    0.43,    0.58,    2.02,    0.73,    1.15,   -0.20,    2.04,   -0.35,    1.99,    0.31,    3.62,    0.94,    0.55,    1.31,    0.71
201610,   -1.51,   -0.53,   -1.66,   -3.79,   -1.64,   -4.09,   -4.77,   -1.10,   -3.08,   -5.15,   -1.75,   -1.92,   -1.38,   -6.44,   -2.18,   -5.51,   -2.68
201611,    5.79,    3.06,    4.43,    8.28,   -0.20,    2.29,    5.88,    3.27,    7.39,    8.46,    8.02,    2.60,   -2.74,    4.59,    0.48,    5.96,    5.66
201612,    2.05,    4.48,    2.61,    1.72,    1.01,    0.48,    1.30,    3.38,    0.73,    2.25,    0.94,    1.23,    0.80,    0.37,    0.58,    1.59,    0.51
201701,    1.44,    0.80,    1.12,    0.46,    5.00,    4.32,    3.56,    1.28,    0.70,   -0.67,    2.13,    2.09,    7.80,    2.42,    5.90,    3.90,    2.63
201702,    4.25,    4.41,    3.24,    2.55,    2.33,    3.15,    1.96,    4.57,   -0.12,    3.07,    1.81,    1.42,    3.17,    4.18,    2.34,    1.79,    2.45
201703,    0.07,    0.66,   -0.76,   -0.36,    1.96,    1.02,   -0.41,   -0.85,   -0.50,   -0.70,    0.13,    0.49,    3.28,    2.06,    0.17,   -1.21,    1.83
201704,    0.93,    1.50,   -0.70,    0.06,    4.49,    2.21,    0.13,   -0.51,   -1.21,    0.16,   -0.09,    4.84,    4.19,    2.31,    2.13,    0.16,    0.05
201705,    0.93,    0.36,    1.25,   -0.54,    3.83,    2.41,   -1.22,    1.98,   -0.76,   -0.67,   -0.35,    3.91,    3.76,    2.54,    2.29,   -1.79,    0.30
201706,    1.35,   -0.71,   -0.28,    1.77,   -1.66,    1.52,    1.34,   -0.06,   -0.91,    1.18,    2.61,   -1.84,   -1.50,    1.39,    1.63,    1.54,    0.84
201707,    1.53,    2.42,    2.83,    3.16,    2.00,    3.98,    1.91,    3.33,    1.48,    3.46,    3.00,    1.68,    2.17,    5.87,    1.38,    0.63,    3.21
201708,    0.27,   -0.99,    0.62,   -0.21,    0.27,    1.17,   -0.79,    1.16,   -0.87,   -1.04,    0.22,    0.80,   -0.01,    1.22,    1.11,   -0.50,   -1.08
201709,    2.52,    3.63,    3.32,    3.86,    0.94,    1.37,    3.46,    3.58,    2.60,    6.12,    2.71,    2.91,   -0.08,    0.67,    2.38,    5.64,    1.56
201710,    1.91,    2.21,    2.12,    3.73,    5.34,    3.48,    0.51,    2.91,   -0.14,    0.82,    5.26,    3.27,    6.43,    3.72,    3.15,    0.31,    0.69
201711,    3.81,    3.69,    2.87,    2.42,    3.15,    1.37,    1.55,    2.83,    2.99,    4.28,    1.49,    3.54,    2.95,    0.27,    2.91,    2.37,    0.80
201712,    1.39,   -3.62,    1.19,    1.81,   -0.26,   -0.96,    1.84,    1.82,   -0.65,    1.76,    1.83,   -0.39,   -0.19,   -1.03,   -0.85,    1.99,    1.70
201801,    5.30,    2.86,    4.01,    7.63,   10.36,    5.30,    4.09,    4.77,    1.74,    2.00,   10.53,    4.45,   13.42,    4.06,    7.01,    5.03,    3.21
201802,   -3.55,   -4.80,   -4.15,   -4.79,   -1.35,   -2.63,   -4.70,   -4.16,   -4.10,   -7.10,   -3.70,   -2.98,   -0.57,   -3.83,   -1.03,   -4.14,   -5.23
201803,   -2.74,   -0.84,   -0.83,   -1.71,   -1.21,   -1.98,   -1.41,   -0.40,   -2.17,    2.09,   -3.46,   -0.27,   -1.64,   -3.30,   -0.25,   -1.50,   -1.32
201804,    0.01,    0.44,   -1.57,    1.40,    2.55,    3.32,    0.77,   -0.83,   -3.95,    3.40,    0.43,   -0.32,    3.91,    3.58,    2.98,    2.26,   -0.67
201805,    2.24,    2.96,    2.64,    4.69,    2.75,    5.93,    3.27,    2.81,    2.10,    1.78,    6.15,    0.84,    3.62,    7.34,    4.12,    2.38,    4.15
201806,    0.08,   -0.24,   -0.52,    1.96,    2.51,    1.61,    2.20,   -1.24,    1.85,    1.55,    2.15,    1.54,    2.93,    1.08,    2.30,    2.99,    1.42
201807,    4.42,    3.48,    3.04,    1.74,    2.53,    1.04,    1.67,    3.91,    1.38,    1.41,    2.54,    0.09,    3.91,    2.83,   -2.14,    2.35,    0.76
201808,    3.73,   -0.27,    1.51,    0.91,    7.57,    3.96,    5.05,    1.98,    0.59,    0.96,    0.79,    3.33,    9.88,    1.28,    8.93,    6.40,    3.19
201809,    0.62,   -1.46,    1.19,   -2.07,   -0.62,    1.03,   -2.20,    1.80,   -0.03,   -2.82,   -0.29,    0.42,   -1.15,    1.36,    0.48,   -1.18,   -3.64
201810,   -5.59,   -2.47,   -5.37,   -9.41,  -15.10,   -8.10,  -13.67,   -3.49,   -9.16,   -9.08,  -10.15,  -11.51,  -16.95,   -8.02,   -8.23,  -14.07,  -13.08
201811,    1.63,    1.15,    2.90,    0.90,    2.70,    3.06,   -0.02,    3.52,    1.56,   -0.87,    4.99,    0.98,    3.65,    2.96,    3.24,   -0.92,    1.35
201812,   -9.23,   -6.54,   -9.49,   -7.93,  -10.28,   -9.12,  -11.99,   -8.46,  -11.76,   -7.19,   -9.56,   -9.77,  -10.55,  -10.71,   -6.34,  -12.26,  -11.57
201901,    7.33,    7.29,    6.78,   11.12,   12.64,   10.14,   11.81,    5.50,    9.72,   12.74,    7.50,   13.62,   12.12,   10.35,    9.79,   12.13,   11.34
201902,    4.27,    5.78,    2.13,    2.25,    1.20,    3.50,    5.05,    2.74,    0.80,    0.65,    6.01,    5.12,   -0.94,    1.91,    6.14,    5.20,    4.84
201903,    1.20,    2.44,    0.72,    2.49,    2.56,    0.30,    1.18,    1.35,   -0.70,    3.05,    1.23,   -0.47,    4.31,    0.38,    0.19,    2.03,   -0.13
201904,    4.76,    1.61,    2.81,    4.34,    5.41,    2.74,    2.80,    2.35,    3.89,    5.49,    1.71,    3.73,    6.35,    1.98,    3.96,    1.98,    4.10
201905,   -6.32,   -3.39,   -7.14,   -6.99,   -6.99,   -7.62,   -9.60,   -6.51,   -8.55,   -7.46,   -5.88,   -5.35,   -7.88,   -7.44,   -7.90,   -9.32,  -10.02
201906,    7.42,    6.95,    7.61,    5.04,    6.82,    6.99,    7.57,    7.50,    7.87,    3.70,    8.18,    6.25,    7.14,    7.64,    5.97,   10.38,    3.23
201907,    1.47,   -1.63,    4.35,   -0.35,    0.24,    1.55,    0.63,    7.58,   -0.12,    1.67,   -1.29,    1.62,   -0.18,    2.50,    0.92,    0.98,    0.12
201908,   -2.19,   -1.98,   -2.85,   -3.63,   -1.65,   -2.62,   -3.71,   -3.45,   -1.96,   -3.80,   -3.55,   -2.47,   -1.39,   -3.40,   -2.08,   -2.14,   -6.07
201909,    2.32,    3.26,    2.20,   -0.51,   -0.57,   -0.70,    0.83,    2.40,    1.91,    1.29,   -1.37,    0.34,   -0.85,    1.07,   -1.90,    1.82,   -0.70
201910,    2.35,   -0.85,    2.45,    1.96,    1.43,    2.36,    3.28,    3.42,    1.01,    0.44,    2.71,    0.71,    1.65,    1.13,    3.23,    3.36,    3.16
201911,    4.20,    0.50,    2.90,    3.94,    2.61,    4.57,    4.90,    3.26,    2.35,    2.58,    4.60,    3.97,    2.19,    3.71,    5.17,    2.97,    8.00
201912,    2.89,    4.23,    2.91,    2.07,    2.46,    3.69,    2.84,    2.80,    3.07,    2.10,    2.06,    2.32,    2.50,    4.57,    3.10,    2.68,    3.09
202001,   -1.11,   -2.72,    2.61,   -1.11,    4.08,    5.85,   -1.90,    3.07,    1.91,   -3.98,    0.24,   -0.49,    5.48,    5.30,    6.23,   -1.25,   -2.88
202002,   -8.76,   -8.67,   -8.18,   -5.35,   -6.69,   -4.44,   -8.20,   -7.07,   -9.86,   -4.29,   -5.83,   -7.15,   -6.55,   -6.17,   -3.27,   -9.20,   -6.65
202003,  -13.49,  -12.86,  -14.15,  -12.76,   -5.65,  -15.13,  -17.78,  -13.53,  -15.13,  -21.29,   -8.87,  -15.44,   -2.83,  -15.56,  -14.86,  -17.78,  -17.78
202004,   12.95,   10.25,   11.84,   13.25,   17.09,   15.64,   16.35,   14.06,    8.26,   13.13,   13.29,   11.63,   18.46,   19.51,   13.17,   14.66,   18.91
202005,    5.12,    7.55,    4.33,    5.52,    3.01,   10.97,    6.94,    5.38,    2.54,    5.15,    5.65,    6.70,    2.13,    9.24,   12.14,    4.37,   10.68
202006,    2.27,   -1.83,   -0.31,    0.61,    5.73,    3.93,    1.47,   -0.79,    0.54,    3.85,   -0.52,    0.24,    7.08,    5.85,    2.67,    1.58,    1.33


  Equal Weighted Returns -- Monthly
,< 0 ,ZERO,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
196307,   -0.89,   -0.38,   -1.40,    0.13,   -0.65,   -1.87,    0.28,   -0.67,   -2.16,    0.61,   -0.48,   -0.88,   -0.45,   -2.44,   -1.41,   -0.98,    1.25
196308,    4.41,    3.49,    5.57,    5.50,    6.02,    3.28,    4.48,    5.88,    5.24,    4.77,    6.43,    5.73,    6.27,    2.85,    3.61,    4.31,    4.62
196309,   -0.36,   -1.61,   -1.54,   -0.42,   -2.92,   -1.67,   -1.85,   -1.78,   -1.29,    0.55,   -1.65,   -0.81,   -4.84,   -1.35,   -1.93,   -1.25,   -2.31
196310,    0.58,    1.12,    2.18,    2.35,    3.45,    2.11,    0.46,    2.12,    2.25,    1.83,    3.02,    2.02,    4.76,    3.88,    0.72,    1.39,   -0.26
196311,   -0.49,   -1.72,   -1.77,   -1.82,   -1.83,   -1.00,   -2.94,   -1.67,   -1.87,   -2.29,   -1.21,   -2.06,   -1.62,   -2.09,   -0.14,   -2.55,   -3.24
196312,    0.21,   -0.22,   -0.28,    1.27,    0.35,   -0.94,   -0.35,    0.47,   -1.08,    1.57,    0.89,    1.16,   -0.39,    0.33,   -1.94,   -0.52,   -0.22
196401,    3.29,    4.48,    3.56,    3.20,    1.47,    1.47,    3.91,    3.68,    3.43,    4.47,    1.57,   -0.57,    3.34,    2.32,    0.80,    4.57,    3.39
196402,    1.96,    3.24,    2.23,    1.55,    2.64,    1.97,    1.49,    3.26,    1.14,    1.19,    2.01,    2.23,    3.01,    1.88,    2.04,    1.68,    1.34
196403,    3.47,    3.75,    3.89,    3.77,    2.17,    2.76,    1.12,    5.81,    1.87,    4.25,    3.15,    2.03,    2.29,    2.31,    3.11,    1.92,    0.49
196404,    0.00,    0.83,   -0.01,    0.03,   -1.83,   -0.90,   -0.32,   -1.06,    1.10,    0.61,   -0.73,   -0.71,   -2.86,   -0.37,   -1.31,   -0.21,   -0.40
196405,    1.54,    1.52,    0.15,    0.76,    0.32,   -0.21,   -0.35,   -0.90,    1.25,    1.82,   -0.59,    0.95,   -0.26,   -0.03,   -0.34,   -0.20,   -0.47
196406,    1.30,    0.53,    1.77,    2.32,    2.93,    1.39,    0.45,    1.40,    2.17,    2.55,    2.03,    3.98,    1.98,    0.82,    1.84,    0.97,    0.05
196407,    2.61,    3.26,    3.75,    3.44,    2.30,    3.07,    1.91,    2.49,    5.11,    3.95,    2.95,    2.14,    2.49,    2.71,    3.41,    1.71,    2.07
196408,   -0.35,   -0.25,   -0.79,   -0.62,   -1.15,   -0.01,   -0.58,   -0.80,   -0.78,   -0.20,   -1.01,   -2.77,    0.63,   -1.08,    1.01,   -1.25,   -0.04
196409,    3.30,    4.07,    3.43,    3.69,    4.74,    3.53,    4.00,    3.79,    3.03,    3.29,    4.08,    4.24,    5.29,    2.25,    4.72,    2.59,    5.12
196410,    1.64,    2.39,    1.73,    1.20,    1.90,    2.62,    1.71,    1.17,    2.33,    1.86,    0.56,    0.97,    2.93,    3.62,    1.68,    3.35,    0.39
196411,    0.57,   -0.36,    0.14,    0.43,   -0.11,   -0.09,   -1.10,   -0.09,    0.38,   -0.15,    0.99,   -0.24,    0.04,   -0.24,    0.04,    0.30,   -2.23
196412,   -1.47,   -1.77,   -0.51,   -0.16,   -0.52,   -1.40,   -0.42,   -0.58,   -0.44,   -1.01,    0.66,   -0.41,   -0.65,   -1.80,   -1.02,   -1.32,    0.31
196501,    6.57,    6.97,    7.15,    5.49,    6.94,    6.89,    8.43,    6.96,    7.37,    6.43,    4.58,    6.53,    7.39,    7.29,    6.50,    6.66,    9.86
196502,    3.29,    4.39,    3.37,    1.98,    3.65,    3.01,    2.98,    1.66,    5.22,    2.70,    1.28,    2.28,    5.17,    3.51,    2.54,    2.84,    3.10
196503,    1.61,    1.80,    0.31,    0.13,    1.13,    0.38,    1.03,   -0.36,    1.05,   -0.14,    0.39,    1.17,    1.08,   -0.64,    1.34,   -0.26,    2.06
196504,    4.15,    4.13,    3.76,    3.83,    5.06,    3.44,    4.12,    2.36,    5.29,    3.57,    4.08,    5.10,    5.02,    3.75,    3.15,    3.33,    4.75
196505,   -0.60,    0.24,   -0.69,   -0.66,    0.12,   -0.70,    0.63,   -1.16,   -0.18,   -0.78,   -0.55,   -1.03,    1.39,   -1.63,    0.18,    0.65,    0.62
196506,   -8.08,   -8.74,   -7.59,   -7.51,   -7.55,   -7.44,   -9.45,   -7.34,   -7.87,   -6.85,   -8.14,   -6.95,   -8.21,   -7.59,   -7.29,   -8.23,  -10.43
196507,    2.54,    3.16,    2.44,    2.37,    3.34,    3.26,    2.15,    2.59,    2.28,    1.80,    2.95,    3.99,    2.70,    4.13,    2.22,    2.56,    1.81
196508,    4.82,    2.85,    4.55,    5.05,    5.00,    5.27,    5.06,    3.67,    5.45,    4.32,    5.80,    4.61,    5.38,    5.77,    4.68,    4.55,    5.50
196509,    3.77,    2.77,    2.41,    3.31,    3.28,    4.07,    3.29,    1.99,    2.85,    2.98,    3.65,    2.52,    4.01,    3.72,    4.48,    1.13,    5.15
196510,    5.70,    6.25,    4.99,    4.83,    6.09,    6.48,    5.71,    4.56,    5.43,    4.00,    5.69,    6.40,    5.78,    6.41,    6.56,    6.26,    5.24
196511,    6.43,    6.26,    2.75,    3.61,    4.51,    4.50,    4.77,    3.32,    2.17,    2.05,    5.23,    4.84,    4.19,    6.41,    2.22,    5.19,    4.41
196512,    4.60,    5.94,    3.12,    3.00,    3.11,    3.52,    4.73,    2.90,    3.33,    1.69,    4.36,    3.28,    2.95,    3.18,    3.93,    4.22,    5.17
196601,    5.79,    7.72,    5.07,    2.57,    5.44,    5.52,    5.57,    4.90,    5.24,    2.65,    2.48,    5.11,    5.77,    4.83,    6.35,    6.08,    5.14
196602,    3.20,    3.34,    0.76,    0.75,    1.73,    4.02,    4.11,    0.16,    1.38,    0.19,    1.33,    0.76,    2.67,    3.51,    4.63,    4.15,    4.08
196603,   -0.89,    0.14,   -2.00,   -1.79,   -2.69,   -0.53,   -2.04,   -2.08,   -1.92,   -2.25,   -1.32,   -2.66,   -2.71,   -0.19,   -0.94,   -1.00,   -2.93
196604,    5.93,    3.69,    4.17,    4.19,    5.03,    3.95,    5.17,    3.90,    4.44,    3.30,    5.11,    4.99,    5.08,    3.83,    4.09,    4.84,    5.45
196605,   -8.89,   -9.21,   -7.53,   -7.50,   -7.31,   -9.32,   -9.08,   -6.80,   -8.27,   -7.35,   -7.66,   -6.90,   -7.70,   -9.25,   -9.41,   -8.30,   -9.76
196606,    0.45,   -1.15,    0.09,   -0.86,   -0.07,   -0.94,    0.17,    1.68,   -1.52,   -1.82,    0.15,   -0.25,    0.10,   -1.11,   -0.74,    0.38,    0.00
196607,   -1.78,   -1.50,   -1.14,   -1.17,   -0.88,   -1.73,   -2.48,   -1.19,   -1.10,   -1.20,   -1.15,   -0.53,   -1.22,   -1.96,   -1.53,   -2.90,   -2.11
196608,   -9.29,  -10.37,   -9.23,   -8.94,  -10.33,   -9.87,  -10.14,   -9.38,   -9.10,   -8.48,   -9.35,   -9.88,  -10.75,  -10.02,   -9.74,   -9.48,  -10.72
196609,   -0.85,   -1.49,   -0.96,   -0.67,   -2.13,   -3.01,   -3.27,   -2.04,   -0.01,   -0.73,   -0.61,   -2.44,   -1.83,   -3.61,   -2.48,   -2.70,   -3.79
196610,   -0.68,   -2.07,    1.21,    0.13,   -0.20,   -0.58,   -2.68,    2.87,   -0.24,    0.34,   -0.04,    0.33,   -0.70,    0.57,   -1.59,   -2.25,   -3.06
196611,    2.39,    2.28,    3.92,    3.39,    4.56,    6.10,    7.01,    2.83,    4.88,    4.04,    2.82,    4.44,    4.67,    4.32,    7.68,    5.16,    8.67
196612,    1.13,    2.12,    1.91,    1.23,    2.03,    0.80,    2.63,    0.44,    3.20,    0.92,    1.49,    1.81,    2.23,    1.18,    0.47,    2.23,    2.99
196701,   16.51,   17.70,   15.44,   14.57,   16.47,   16.27,   18.37,   14.81,   16.00,   13.03,   15.93,   16.13,   16.78,   16.89,   15.73,   17.31,   19.31
196702,    4.41,    5.91,    1.90,    2.98,    2.39,    3.64,    4.46,    0.82,    2.85,    1.90,    3.93,    2.04,    2.72,    3.98,    3.34,    4.09,    4.79
196703,    4.85,    5.01,    5.96,    5.85,    7.51,    5.42,    6.52,    6.56,    5.44,    5.61,    6.05,    8.21,    6.84,    6.62,    4.36,    5.32,    7.59
