This file was created by CMPT_ME_BEME_NI_ACCR_RETS using the 201509 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME, BEME, NI, and AC/B.

The portfolios are constructed at the end of June.  BEME is book value at the last fiscal year end of the prior calendar year
divided by ME at the end of December of the prior year. NI (net stock issues), the change in the natural 
log of the split-adjusted shares outstanding from the fiscal year-end in t−2 to t−1. 
Ac/B (accruals) is the change in operating working capital per split-adjusted share from t−2 to t−1
divided by book equity per split-adjusted share in t−1.
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
,SMALL NegNI,SMALL ZeroNI,SMALL LoNI,ME1 NI2,ME1 NI3,ME1 NI4,SMALL HiNI,ME2 NegNI,ME2 ZeroNI,ME2 LoNI,ME2 NI2,ME2 NI3,ME2 NI4,ME2 HiNI,ME3 NegNI,ME3 ZeroNI,ME3 LoNI,ME3 NI2,ME3 NI3,ME3 NI4,ME3 HiNI,ME4 NegNI,ME4 ZeroNI,ME4 LoNI,ME4 NI2,ME4 NI3,ME4 NI4,ME4 HiNI,BIG NegNI,BIG ZeroNI,BIG LoNI,ME5 NI2,ME5 NI3,ME5 NI4,BIG HiNI
198908,       32.2798,       19.5343,       34.8250,       35.8823,       31.7390,       30.4351,       27.7850,      194.7153,      188.6768,      196.6644,      214.3619,      190.1167,      200.8266,      187.0980,      549.5322,      546.1555,      507.7307,      565.5112,      532.8882,      551.9498,      532.7195,     1492.5243,     1121.1228,     1518.0330,     1469.2993,     1436.3934,     1459.0254,     1430.0803,     9288.2021,     4920.4468,     5873.7168,     8095.7544,     7190.3076,     4442.0801,     5358.5742
198909,       32.8816,       19.8955,       36.7071,       36.6855,       32.0585,       30.8665,       28.5050,      198.7715,      193.4568,      200.1077,      222.7575,      195.4322,      208.4198,      195.0617,      563.8995,      551.6261,      517.7091,      588.9031,      554.0446,      564.5971,      549.0303,     1535.3540,     1112.6022,     1552.2841,     1515.9048,     1494.5626,     1512.8333,     1480.0807,     9402.2881,     4941.9697,     5969.4790,     8266.6982,     7230.2212,     4519.0596,     5385.9150
198910,       32.8515,       20.1310,       37.0545,       36.3522,       31.9937,       31.3824,       28.7712,      195.6746,      195.8256,      196.6151,      225.8869,      198.6537,      209.5500,      199.8264,      555.4527,      549.4720,      500.3051,      584.2919,      556.9583,      561.2162,      545.8607,     1507.2915,     1099.4877,     1524.3827,     1491.1036,     1452.6743,     1503.8962,     1449.9508,     9357.5400,     5146.5728,     5959.5020,     8260.3701,     7325.9375,     4484.0308,     5294.6182
198911,       31.1820,       18.9307,       34.1334,       33.8145,       30.1265,       29.6352,       27.1562,      183.6245,      183.9738,      181.8364,      213.9882,      184.4206,      196.7919,      186.9812,      529.6213,      537.1422,      465.8739,      548.9283,      530.6330,      533.1561,      510.0440,     1442.1672,     1059.9478,     1461.6351,     1414.3248,     1408.8396,     1412.0243,     1349.7917,     9118.0693,     5387.7930,     5879.7505,     8202.9189,     7243.2744,     4221.3101,     5079.9160
198912,       31.0098,       18.8683,       34.0293,       33.6173,       29.7621,       29.4989,       27.1091,      183.1276,      179.4297,      181.2515,      210.7591,      190.0545,      198.3195,      190.0196,      535.3911,      528.1505,      467.1343,      557.4572,      532.1427,      536.9308,      511.1956,     1473.6506,     1079.4907,     1504.8273,     1415.6370,     1396.3024,     1417.9205,     1353.7208,     9249.4873,     5504.5112,     6023.9209,     8453.8984,     7404.1587,     4217.0552,     5016.6196
199001,       30.4944,       18.5680,       33.6508,       33.0454,       29.5629,       29.7539,       26.8759,      183.0534,      181.8712,      181.5994,      204.5162,      186.2619,      199.5389,      191.5673,      534.7541,      524.6576,      462.5869,      567.9508,      524.5798,      540.6001,      507.9052,     1501.9930,     1092.9253,     1548.4495,     1416.4540,     1431.6001,     1446.9795,     1368.3997,     9475.1963,     5628.4585,     6195.4087,     8598.9385,     7461.2710,     4134.1743,     5132.3594
199002,       28.4370,       17.6338,       30.2883,       30.7481,       28.2097,       27.1490,       24.9675,      166.5114,      170.0622,      170.4281,      186.3611,      171.5061,      180.6176,      170.7584,      493.0534,      496.0275,      432.0573,      518.0815,      465.6669,      490.5267,      461.5013,     1373.4568,     1038.2579,     1441.5867,     1282.8853,     1310.9156,     1352.1879,     1246.6819,     8772.5693,     5444.1177,     5761.5371,     8002.7334,     6908.7222,     3870.6938,     4881.3057
199003,       28.9167,       17.9514,       30.8902,       31.5806,       28.5814,       27.9356,       25.4088,      170.1862,      174.9080,      175.0360,      192.1739,      176.9779,      187.4247,      176.4122,      496.1289,      493.0198,      434.9170,      527.5862,      483.8615,      505.0710,      478.6643,     1388.1917,     1056.9734,     1470.8732,     1283.4624,     1331.7383,     1374.3325,     1296.5502,     8838.3096,     5417.8838,     5878.1440,     7974.0864,     6956.1143,     3989.7131,     4981.8823
199004,       29.3941,       18.3045,       31.4255,       32.9643,       29.4410,       28.5503,       26.8358,      177.0124,      178.1206,      181.2061,      197.9511,      186.1170,      195.7204,      183.7741,      512.5069,      497.3270,      436.6434,      540.3557,      503.5632,      515.5851,      491.1448,     1441.4800,     1071.8138,     1498.9683,     1307.6173,     1396.8599,     1342.9834,     1315.9032,     9084.7539,     5396.7437,     5911.3784,     8138.3125,     7125.5557,     4044.2002,     4936.9980
199005,       28.2943,       17.8647,       31.0034,       32.1154,       29.0042,       28.1808,       26.3165,      172.5433,      171.5168,      175.1112,      190.4900,      181.3052,      185.5868,      174.6680,      495.8608,      474.7448,      415.4810,      520.8292,      488.0428,      488.7773,      475.8189,     1368.6055,     1006.1653,     1429.4601,     1248.6847,     1347.1699,     1257.2188,     1255.8083,     8891.5117,     5151.9434,     5844.7158,     7895.2212,     7048.0508,     3814.1226,     4787.0483
199006,       29.4610,       18.7332,       33.1919,       34.6819,       30.4157,       30.3366,       28.7285,      184.0604,      174.9845,      188.8054,      200.6243,      196.0463,      202.7533,      190.1808,      535.8654,      490.4301,      449.5693,      562.6002,      506.3662,      539.6281,      503.7991,     1474.6820,     1080.7683,     1541.3134,     1395.8433,     1393.9176,     1391.8324,     1381.3145,     9659.5195,     5438.5229,     6440.0005,     8649.5732,     7787.9932,     4180.3086,     5192.4233
199007,       26.8857,       16.9176,       28.3439,       32.3155,       33.7424,       28.0076,       24.7649,      186.6354,      177.6920,      183.5754,      181.6366,      180.6707,      173.7474,      176.3956,      507.0064,      490.9052,      485.9225,      509.7158,      514.8995,      481.2077,      482.5215,     1365.6433,     1343.4497,     1417.1254,     1441.0181,     1357.8552,     1370.8149,     1318.0891,     9192.3965,     4180.3452,     7825.8701,     9048.2461,     5814.1812,     7349.1680,     5487.8477
199008,       26.0151,       16.4942,       27.1858,       31.4018,       32.1443,       25.8027,       23.7440,      177.4171,      176.8828,      175.2846,      174.8806,      170.7630,      166.1263,      167.9672,      495.9802,      480.1924,      466.5747,      498.2957,      484.2636,      444.7941,      464.4030,     1313.8735,     1357.9590,     1417.7522,     1432.5074,     1314.1410,     1324.0475,     1266.6830,     9275.5947,     4285.8330,     7739.1328,     9063.0654,     5437.3628,     7294.7939,     5301.3247
199009,       23.1089,       14.4867,       24.0610,       26.5133,       27.5706,       22.1331,       20.5261,      154.3531,      161.9025,      154.7676,      151.8326,      148.2002,      140.2726,      144.3712,      436.1179,      423.4135,      413.6338,      424.3020,      424.3317,      392.5692,      408.3772,     1164.5818,     1256.9661,     1270.5536,     1292.3169,     1177.2620,     1157.0043,     1118.9211,     8456.6006,     3966.4700,     7025.3613,     8238.1621,     4782.4536,     6681.0615,     4851.4062
199010,       21.6189,       13.4481,       22.0635,       24.5391,       24.5451,       19.8991,       18.6958,      141.4553,      151.8941,      139.6154,      135.3707,      130.5743,      126.4259,      130.2196,      401.4676,      398.9595,      385.2133,      398.6414,      388.9545,      350.5197,      365.0027,     1077.3738,     1198.3525,     1189.9028,     1186.6923,     1093.7334,     1041.3346,     1027.1571,     8096.3584,     3826.6208,     6824.4937,     7684.4219,     4499.9707,     6388.3267,     4530.1426
199011,       20.4939,       12.5046,       20.0979,       23.1601,       23.0321,       18.6883,       17.4570,      135.2981,      139.2955,      129.0748,      125.7758,      126.9051,      118.2994,      122.7733,      384.5465,      388.7076,      371.5925,      381.7038,      365.0576,      324.7822,      345.6913,     1031.4441,     1221.1803,     1143.0546,     1151.0083,     1053.6161,      995.9979,     1008.2336,     8057.7192,     3765.5054,     7033.7915,     7632.6846,     4336.8638,     6399.3032,     4462.2358
199012,       21.0615,       12.7264,       20.9520,       23.4415,       24.6330,       19.5127,       17.9970,      144.5747,      137.6153,      137.6495,      131.1060,      141.8042,      129.0565,      131.6830,      414.1338,      405.6176,      399.1585,      412.5639,      408.5715,      357.8289,      376.7362,     1128.4564,     1267.4010,     1216.6318,     1231.5829,     1146.2018,     1105.6560,     1123.4705,     8547.3701,     3832.2791,     7395.7891,     8045.5947,     4694.7246,     6697.5298,     4860.3477
199101,       21.0555,       12.8793,       20.6834,       23.6744,       24.8552,       19.9374,       18.1568,      151.1382,      144.3008,      142.5546,      139.2654,      148.7597,      133.3070,      135.3005,      429.7731,      424.1641,      423.3318,      438.5926,      428.3447,      374.9384,      387.6130,     1173.2559,     1266.7196,     1275.7651,     1269.8979,     1216.0056,     1158.9968,     1158.9556,     8739.3525,     3982.4656,     7418.5166,     8396.3369,     4894.2222,     6909.3711,     4988.1909
199102,       22.8825,       13.7036,       21.9428,       26.7605,       27.3662,       22.1940,       19.3381,      161.2101,      148.5062,      150.3270,      152.7656,      163.6710,      148.1726,      145.8311,      455.8564,      442.0540,      443.0244,      474.2155,      468.2167,      404.7449,      430.1915,     1256.1084,     1290.6208,     1330.8115,     1333.9414,     1297.0342,     1244.8401,     1250.1418,     9038.5322,     4010.4819,     7636.7700,     8939.8340,     5163.3096,     7325.2188,     5183.0117
199103,       25.9089,       15.2345,       25.2380,       29.8057,       31.8030,       25.1640,       22.2266,      176.5404,      165.5509,      164.7122,      168.1369,      183.9037,      166.3830,      161.8008,      500.4297,      472.2852,      472.8447,      506.7361,      509.3125,      444.4560,      478.0002,     1351.0688,     1395.5580,     1430.6648,     1435.8574,     1434.5681,     1347.8025,     1350.1564,     9613.1553,     4154.3823,     8031.1099,     9793.1533,     5516.9624,     7725.5952,     5613.0957
199104,       28.0404,       16.1185,       26.9791,       32.4183,       34.2407,       28.2043,       24.3204,      189.5397,      174.2558,      173.1086,      173.6056,      192.6894,      175.4522,      170.4440,      518.9638,      489.4062,      494.7865,      537.2354,      542.0372,      469.5859,      508.4564,     1395.6672,     1450.0045,     1477.9495,     1464.2286,     1506.4233,     1419.2979,     1407.0635,     9771.4365,     4160.2354,     8289.1182,    10037.0840,     5703.1104,     7851.5220,     5759.6470
199105,       28.5697,       16.5070,       27.4356,       32.3211,       34.8240,       28.7181,       24.6385,      191.1749,      171.8740,      173.2292,      176.1735,      192.5391,      173.9492,      172.3320,      521.4462,      500.2529,      493.9123,      542.4270,      539.8053,      475.1310,      495.8310,     1407.6777,     1431.8253,     1492.4784,     1487.3409,     1484.1527,     1434.3193,     1430.8160,     9776.4443,     4190.9287,     8341.9150,     9939.2275,     5713.2314,     7730.2710,     5841.8179
199106,       29.8951,       17.0609,       28.7875,       33.3612,       35.7438,       30.0555,       25.2509,      198.7668,      177.6299,      179.2222,      186.1247,      201.9199,      185.0420,      176.8393,      545.7093,      510.2691,      514.1891,      560.8061,      573.6818,      487.7281,      514.1895,     1471.5490,     1453.1265,     1561.6201,     1581.1254,     1568.5294,     1495.8510,     1487.7205,    10188.9521,     4330.5293,     8516.3125,    10306.8887,     5941.7271,     7867.3784,     6058.0200
199107,       24.2645,       15.5954,       30.3134,       29.7521,       30.6490,       26.1375,       24.4755,      180.6457,      165.7020,      167.2130,      164.2321,      167.1606,      166.9525,      159.1541,      489.6248,      422.2451,      486.6771,      475.6648,      497.1689,      502.9405,      489.6429,     1373.7634,     1290.8607,     1359.2432,     1377.7249,     1371.6299,     1264.2139,     1348.2502,    10128.8291,     5201.9502,     7618.8857,     4638.9482,     7842.0996,     6219.8687,     5630.7339
199108,       24.9259,       16.2210,       31.0203,       31.7109,       31.3034,       26.7305,       25.0402,      186.8802,      167.6942,      168.7433,      167.8896,      172.9011,      172.0292,      167.7691,      510.1623,      435.1078,      504.0410,      497.9335,      525.4032,      530.0611,      520.6774,     1401.7991,     1335.5278,     1412.9165,     1451.2208,     1440.2216,     1335.9514,     1452.0168,    10567.3496,     5329.1206,     8025.4277,     4857.6948,     8140.6123,     6528.5200,     6034.2036
199109,       25.4064,       16.4738,       31.9688,       32.9424,       32.7491,       27.3856,       26.1905,      191.7807,      175.2536,      173.5270,      172.0554,      179.2906,      175.4616,      178.2273,      525.9182,      443.6440,      514.6627,      514.5217,      561.4749,      562.1171,      546.5684,     1425.8876,     1367.6158,     1422.3097,     1482.1085,     1481.2305,     1390.8595,     1479.0198,    10809.9600,     5355.2983,     8243.3174,     4934.1602,     8263.8291,     6770.9590,     6258.9302
199110,       25.5073,       16.8485,       31.6187,       33.4823,       32.2332,       27.7556,       27.6527,      192.6423,      172.5608,      171.9940,      171.8211,      186.0973,      175.0010,      178.9960,      517.9825,      446.7446,      517.7452,      520.1952,      552.3787,      559.1086,      538.5351,     1406.0653,     1392.3584,     1393.6178,     1458.0233,     1507.0997,     1395.4248,     1430.0696,    10632.1807,     5533.9883,     8017.4653,     4844.8247,     8147.7974,     6681.7007,     6087.0332
199111,       26.1393,       17.1547,       32.3519,       35.7404,       33.1501,       29.5414,       29.2526,      192.2184,      175.4538,      168.8598,      174.2785,      191.3836,      184.5968,      185.7500,      540.9355,      461.4718,      524.1725,      536.6990,      546.4827,      563.6966,      548.6739,     1442.9839,     1406.9867,     1411.5371,     1462.6016,     1535.9189,     1433.5599,     1450.4119,    10777.2041,     5552.0610,     8062.3804,     4919.4863,     8425.0576,     6771.3711,     5991.3960
199112,       25.7883,       16.8475,       31.7650,       34.2397,       31.8253,       28.4578,       29.1182,      184.9190,      172.7835,      161.3708,      165.5309,      181.7025,      175.8958,      171.2537,      509.2178,      449.3087,      499.5487,      496.9514,      531.3810,      543.7552,      527.0350,     1394.9661,     1389.1545,     1347.4425,     1396.1083,     1463.6543,     1371.6248,     1371.8787,    10265.3896,     5601.4316,     7954.9072,     4717.6885,     8054.0898,     6609.6562,     5733.3394
199201,       27.0227,       17.5175,       33.2784,       36.1238,       33.4307,       30.2267,       30.0493,      199.2075,      178.9812,      175.0124,      177.4251,      197.3179,      191.7024,      185.8048,      566.6821,      470.3178,      551.4724,      555.6675,      575.3846,      595.7006,      608.0100,     1538.9694,     1453.2664,     1477.8281,     1595.9515,     1628.7837,     1472.1609,     1528.3639,    11374.5195,     5979.7241,     9025.5273,     5232.8691,     8946.6963,     7463.0825,     6509.0986
199202,       30.3620,       20.1326,       37.8590,       40.5868,       38.3173,       35.3732,       35.1249,      211.6920,      192.7212,      190.0339,      190.3284,      205.3672,      204.7944,      200.4124,      590.0608,      499.7014,      580.4889,      579.0620,      603.4513,      624.2508,      626.8329,     1558.0444,     1433.9619,     1524.2457,     1573.0828,     1623.9032,     1487.8597,     1599.5641,    11004.7920,     5728.2324,     8824.7549,     5185.6250,     8606.9883,     7458.1035,     6674.5288
199203,       32.3026,       21.2536,       41.0928,       41.7527,       40.6636,       37.6436,       35.8716,      218.7950,      193.5141,      198.2265,      200.6476,      209.4825,      207.0418,      200.6658,      611.2645,      520.9012,      573.7931,      589.3704,      638.8666,      656.1915,      613.5998,     1589.8979,     1434.5781,     1537.1676,     1596.0308,     1661.6285,     1516.6426,     1640.2808,    11072.7988,     5626.6865,     8786.1240,     5220.2656,     8696.1416,     7520.0552,     6713.8291
199204,       32.0845,       21.3473,       39.5546,       41.1941,       39.9198,       36.3293,       34.2281,      216.4469,      193.3803,      196.0284,      198.0039,      202.9102,      195.1726,      183.9962,      608.0655,      533.0302,      567.2524,      573.4143,      626.6170,      634.3586,      571.3820,     1566.2466,     1434.9513,     1491.9734,     1523.5710,     1597.6123,     1455.0907,     1556.0726,    10785.7256,     5624.9844,     8659.2295,     5069.5532,     8705.5068,     7364.8530,     6542.2598
199205,       31.4130,       21.0891,       38.5411,       38.9162,       38.0767,       33.6091,       32.4397,      211.9328,      187.2567,      192.1452,      194.5338,      193.1470,      183.3006,      173.8265,      599.7226,      526.8746,      553.1550,      571.7200,      622.2957,      622.5707,      539.7879,     1571.9075,     1481.8678,     1509.6396,     1536.8507,     1627.6948,     1485.6888,     1524.0431,    11192.3389,     5779.0840,     8709.1465,     5190.7964,     8943.8047,     7554.9321,     6581.2861
199206,       31.8489,       21.3839,       39.8020,       39.8967,       38.4209,       34.2236,       32.0412,      216.3521,      188.1621,      191.5985,      194.6766,      191.9178,      187.3131,      175.9705,      596.0030,      518.5906,      533.7008,      572.7725,      634.6729,      630.2472,      557.4053,     1579.5188,     1478.2192,     1477.7441,     1527.0079,     1643.6510,     1508.3263,     1559.5581,    11247.8555,     5915.5977,     8650.3105,     5157.9736,     8944.4336,     7587.5337,     6620.8145
199207,       29.3160,       19.6113,       33.9163,       35.9115,       37.2601,       32.9232,       34.8818,      184.8770,      191.0887,      192.4808,      193.5738,      194.3964,      193.2203,      185.3300,      518.2689,      532.0489,      523.0292,      564.5582,      527.8480,      542.8636,      555.2764,     1541.4611,     1370.6517,     1449.6412,     1417.4492,     1498.7363,     1342.4879,     1367.0348,    14176.8086,     4859.7329,     7526.0854,     6298.8892,     7161.0894,     7427.3418,     7898.6016
199208,       29.8246,       20.4144,       35.2210,       37.2034,       38.0784,       33.5245,       35.7756,      190.0394,      200.8840,      196.4829,      199.3962,      197.9982,      198.8453,      192.7423,      544.6225,      544.6007,      545.2579,      584.5620,      539.5058,      570.8822,      586.4512,     1639.0348,     1455.2592,     1483.7125,     1483.3340,     1538.9395,     1388.2957,     1399.2621,    14674.7109,     5136.8071,     7978.1187,     6597.8369,     7473.3945,     7657.3853,     8097.5049
199209,       29.1237,       20.1931,       33.9613,       36.0727,       36.7099,       32.4169,       34.4974,      187.1063,      195.3268,      192.4743,      191.7748,      195.5301,      195.0682,      183.7792,      533.4693,      530.6177,      524.3530,      566.3164,      525.8104,      551.1516,      565.5035,     1620.3250,     1433.1044,     1463.0880,     1424.6696,     1515.1630,     1335.1819,     1343.7445,    14466.7480,     4995.3213,     7805.3745,     6536.8066,     7366.8623,     7204.5767,     7822.0728
199210,       29.7684,       20.3087,       34.3670,       35.9966,       37.7306,       32.9594,       35.0027,      189.3488,      198.7894,      198.7348,      195.6428,      195.0734,      200.6306,      186.6163,      536.0750,      548.4882,      534.5880,      575.4709,      535.2886,      563.1061,      589.1585,     1653.6063,     1443.2356,     1497.1919,     1435.1375,     1524.7240,     1363.4794,     1349.9684,    14511.7441,     5048.1890,     7839.7944,     6610.5894,     7511.7363,     7295.6172,     7948.2017
199211,       30.8493,       20.7713,       35.0856,       36.7915,       38.6183,       33.8305,       35.8193,      193.1592,      204.6075,      206.0797,      197.6724,      203.8556,      211.0837,      192.0454,      546.8915,      549.9745,      548.8931,      590.4882,      551.6678,      590.8314,      619.4602,     1687.8318,     1433.6646,     1541.6158,     1483.2339,     1559.9440,     1411.0123,     1386.3254,    14359.2041,     5005.3408,     7909.2563,     6582.8940,     7622.2192,     7452.7280,     8043.1538
199212,       33.1966,       22.2207,       38.1702,       41.0779,       42.1183,       37.5950,       39.1936,      206.2034,      215.3400,      221.4592,      211.7203,      217.6882,      222.9455,      211.8778,      580.7055,      576.0017,      574.6099,      622.6150,      597.6940,      633.3052,      669.6412,     1748.9730,     1441.5659,     1608.8619,     1553.6578,     1624.8202,     1486.7211,     1480.4631,    14600.8691,     5064.4009,     8037.8472,     6778.5078,     7901.8574,     7878.1489,     8497.7764
199301,       34.9784,       23.3086,       39.9428,       43.0448,       43.4575,       38.7623,       40.2118,      215.5321,      222.4153,      229.5843,      219.6280,      224.1886,      226.4679,      214.8107,      604.8441,      600.0975,      593.7476,      632.9291,      616.8181,      662.1991,      685.4522,     1828.8246,     1473.8148,     1630.7350,     1579.5835,     1672.1606,     1556.5197,     1503.7166,    14536.8545,     5268.9209,     8039.7134,     6856.4331,     7989.7310,     8094.8228,     8743.8779
199302,       37.3188,       25.3973,       42.2860,       45.2597,       45.3472,       40.2711,       42.3372,      223.2416,      234.1919,      239.8719,      232.6792,      232.0345,      232.9613,      214.7612,      612.8195,      616.3113,      614.0153,      640.4594,      640.5546,      686.1615,      683.4012,     1884.8062,     1505.3462,     1648.1251,     1599.3889,     1714.2471,     1613.1647,     1519.6069,    14304.9980,     5336.0142,     7982.7085,     6878.3071,     8018.7002,     8385.7529,     8931.6338
199303,       37.0234,       25.4537,       41.7906,       44.2230,       45.0239,       39.2182,       39.9416,      221.0728,      236.8082,      234.4264,      230.2157,      227.3639,      229.4686,      200.4093,      609.6718,      630.5372,      607.2685,      640.7053,      641.7866,      668.2288,      644.0380,     1871.9344,     1572.8883,     1645.8048,     1606.0243,     1711.3489,     1573.0699,     1499.9310,    14199.4678,     5526.1343,     8109.6597,     7061.0220,     8208.9717,     8413.5752,     9039.0430
199304,       38.3015,       26.5854,       42.9935,       46.0181,       46.6506,       40.3322,       40.8370,      226.9035,      246.9467,      242.7005,      236.6918,      229.4133,      234.5140,      202.9523,      624.7535,      652.6899,      633.9105,      659.0053,      672.3671,      703.9526,      663.6734,     1941.3365,     1613.6359,     1689.9694,     1644.9637,     1764.5586,     1645.6088,     1574.0031,    14353.1924,     5649.5337,     8356.1699,     7258.7729,     8271.0156,     8602.0059,     9245.1309
199305,       37.0915,       26.2483,       42.0803,       44.2944,       45.7192,       39.8559,       39.6883,      221.1781,      241.2813,      233.7563,      224.5818,      221.2555,      227.2305,      198.3074,      598.9030,      664.6120,      615.6685,      634.3420,      647.9086,      689.8336,      660.4107,     1895.0536,     1573.6572,     1660.9764,     1614.3555,     1699.3300,     1573.4641,     1492.4098,    14004.0830,     5652.0288,     8255.4219,     7117.6035,     7860.2461,     8354.1562,     8756.3594
199306,       38.3200,       27.1764,       43.6518,       46.4396,       48.4884,       41.3501,       41.9454,      222.9849,      244.9918,      241.2957,      231.9263,      233.9552,      242.6411,      212.0159,      622.8770,      677.3137,      641.6620,      651.5723,      686.7539,      728.2027,      695.1649,     1988.2612,     1597.7159,     1724.9540,     1643.7253,     1712.3979,     1642.2756,     1577.5469,    14290.4355,     5725.1743,     8327.5566,     7390.8760,     8025.8999,     8526.6230,     9072.7207
199307,       39.4774,       26.9055,       46.7743,       48.0387,       50.2326,       44.4841,       43.2922,      242.2793,      240.2512,      256.9657,      253.8996,      249.0719,      253.2328,      247.6627,      645.8676,      655.5771,      654.4946,      685.4473,      671.1993,      639.4487,      634.1090,     1862.7256,     1547.4094,     1724.3374,     1774.2841,     1593.1129,     1561.9069,     1689.7755,    12071.0381,     4921.0107,     8476.8330,     9407.9609,    10440.3242,     7301.8071,     7575.3232
199308,       40.7704,       27.5420,       47.8011,       49.3250,       51.2061,       43.7802,       43.5196,      249.1111,      246.4040,      260.5547,      257.1541,      254.1720,      253.7925,      247.0569,      650.4410,      662.2796,      668.7780,      688.2173,      669.9606,      640.4700,      632.7661,     1836.0052,     1559.9143,     1717.8563,     1782.5198,     1605.2351,     1562.0153,     1696.8314,    11811.3701,     4983.5083,     8440.9697,     9451.3027,    10547.8633,     7156.0601,     7720.2183
199309,       42.2493,       28.6217,       49.9195,       51.0591,       53.7944,       45.8138,       45.4091,      257.4524,      249.2437,      268.7832,      269.0956,      268.2298,      266.6420,      260.4628,      670.2969,      693.5668,      701.5424,      710.7292,      686.6221,      670.6226,      659.1685,     1897.8445,     1625.7966,     1789.3827,     1840.9768,     1686.3567,     1643.8538,     1796.4381,    12276.5547,     5018.4512,     8628.4600,     9796.2783,    10826.6094,     7496.8901,     7764.5161
199310,       43.3656,       29.6030,       52.0072,       52.3887,       55.6700,       47.4322,       46.9273,      263.0059,      258.0363,      272.5388,      274.4927,      276.0780,      270.6259,      273.1584,      681.9741,      702.5275,      695.0384,      719.7323,      704.7979,      675.4683,      679.2709,     1912.4548,     1618.0221,     1748.5636,     1825.9653,     1705.3870,     1655.3038,     1833.8516,    12094.3926,     4919.0078,     8512.5498,     9594.9814,    10817.0254,     7650.9180,     7655.1338
199311,       45.7434,       30.9772,       54.0802,       54.5977,       58.5408,       49.0027,       49.3402,      264.9900,      266.1879,      280.0979,      282.0258,      277.8893,      273.2652,      285.1968,      699.2607,      732.6921,      719.7906,      724.7074,      710.3924,      669.0654,      675.0604,     1953.1056,     1659.7032,     1752.7517,     1834.4880,     1715.7255,     1660.0743,     1854.7816,    12398.2725,     5005.6392,     8629.3672,     9993.5332,    10929.7822,     7570.4688,     7608.5029
199312,       43.9390,       30.0412,       52.3369,       53.3519,       57.6042,       47.6346,       47.3107,      258.3926,      256.7523,      270.0726,      273.2855,      268.7810,      263.2924,      272.3162,      687.1583,      715.9482,      699.1029,      707.2059,      697.2705,      645.3289,      650.8925,     1929.9344,     1603.3307,     1708.8822,     1814.8373,     1663.7870,     1600.4048,     1746.9611,    12415.6299,     4722.8896,     8384.0273,    10018.4463,    10601.7900,     7428.0083,     7661.8350
199401,       44.6541,       30.4243,       52.5825,       55.3756,       57.4747,       47.8811,       47.8035,      267.8058,      263.3288,      282.6405,      279.3485,      282.7456,      271.8037,      277.3310,      714.2921,      713.9846,      725.3378,      737.7202,      728.7541,      675.3566,      688.1601,     2023.7544,     1571.1082,     1765.6163,     1862.3494,     1715.8718,     1651.2888,     1857.4622,    12641.4512,     4873.3188,     8522.7314,     9797.2471,    10623.4072,     7524.1631,     8023.2300
199402,       47.2426,       32.5592,       55.9646,       58.3912,       59.8522,       51.2071,       49.4082,      275.5056,      266.7001,      294.8099,      284.0693,      290.6667,      280.7999,      280.6095,      745.4102,      720.0634,      750.2354,      740.5997,      741.3895,      689.1348,      713.5846,     2055.7573,     1564.3248,     1807.4995,     1945.4500,     1754.3597,     1706.6271,     1900.8901,    12807.1348,     4728.8140,     8831.4209,    10252.9326,    11091.2422,     7662.0864,     8379.0645
199403,       47.2397,       32.9905,       55.6199,       57.1556,       60.1343,       49.6150,       48.8299,      275.1203,      265.1985,      290.0585,      280.1401,      293.0020,      282.4921,      276.1003,      753.2560,      723.9364,      736.8751,      736.2697,      750.0762,      681.1509,      715.8537,     2032.7448,     1510.1919,     1809.9603,     1897.8250,     1748.8212,     1663.2622,     1838.7158,    12509.7539,     4526.8750,     8525.0996,    10062.7070,    10577.6885,     7444.8066,     8152.2979
199404,       45.3886,       31.6202,       53.8907,       54.4503,       56.8774,       47.1867,       45.3335,      261.5841,      254.9315,      275.4277,      261.4830,      274.4754,      262.6128,      257.5810,      710.8364,      686.2341,      691.6331,      711.5381,      709.3677,      648.2054,      676.0754,     1955.4935,     1413.4766,     1730.0580,     1795.2528,     1680.9318,     1578.5747,     1762.9636,    12017.8359,     4265.4932,     8195.9053,     9559.1826,    10087.5771,     7089.5337,     7841.6431
199405,       45.5080,       32.0362,       54.3909,       53.8403,       56.1487,       46.0988,       44.5208,      262.1245,      255.0340,      279.2420,      267.3517,      280.8055,      260.7953,      255.8079,      691.8643,      693.8223,      696.4769,      709.6464,      709.7403,      659.0674,      685.0995,     1961.6497,     1479.5780,     1714.5723,     1823.4150,     1690.3768,     1586.7457,     1793.1931,    12205.0947,     4265.6138,     8308.5820,     9662.8662,    10083.3740,     7145.5942,     8144.6533
